0.000000000000000000e+00,-9.999999776482582092e-03
0.000000000000000000e+00,-9.999999776482582092e-03
0.000000000000000000e+00,-9.999999776482582092e-03
-9.999999776482582092e-03,0.000000000000000000e+00
-9.999999776482582092e-03,0.000000000000000000e+00
-9.999999776482582092e-03,0.000000000000000000e+00
0.000000000000000000e+00,-9.999999776482582092e-03
0.000000000000000000e+00,-9.999999776482582092e-03
-9.999999776482582092e-03,0.000000000000000000e+00
-9.999999776482582092e-03,0.000000000000000000e+00
-9.999999776482582092e-03,0.000000000000000000e+00
-9.999999776482582092e-03,0.000000000000000000e+00
-9.999999776482582092e-03,0.000000000000000000e+00
0.000000000000000000e+00,-9.999999776482582092e-03
-9.999999776482582092e-03,0.000000000000000000e+00
0.000000000000000000e+00,-9.999999776482582092e-03
-9.999999776482582092e-03,0.000000000000000000e+00
0.000000000000000000e+00,-9.999999776482582092e-03
-9.999999776482582092e-03,0.000000000000000000e+00
0.000000000000000000e+00,-9.999999776482582092e-03
-9.999999776482582092e-03,0.000000000000000000e+00
-9.999999776482582092e-03,0.000000000000000000e+00
-9.999999776482582092e-03,0.000000000000000000e+00
0.000000000000000000e+00,-9.999999776482582092e-03
0.000000000000000000e+00,-9.999999776482582092e-03
0.000000000000000000e+00,-9.999999776482582092e-03
-9.999999776482582092e-03,0.000000000000000000e+00
0.000000000000000000e+00,-9.999999776482582092e-03
0.000000000000000000e+00,-9.999999776482582092e-03
-9.999999776482582092e-03,0.000000000000000000e+00
-9.999999776482582092e-03,0.000000000000000000e+00
0.000000000000000000e+00,-9.999999776482582092e-03
-9.999999776482582092e-03,0.000000000000000000e+00
0.000000000000000000e+00,-9.999999776482582092e-03
-9.999999776482582092e-03,0.000000000000000000e+00
0.000000000000000000e+00,-9.999999776482582092e-03
0.000000000000000000e+00,-9.999999776482582092e-03
-9.999999776482582092e-03,0.000000000000000000e+00
0.000000000000000000e+00,-9.999999776482582092e-03
0.000000000000000000e+00,-9.999999776482582092e-03
0.000000000000000000e+00,-9.999999776482582092e-03
-9.999999776482582092e-03,0.000000000000000000e+00
0.000000000000000000e+00,-9.999999776482582092e-03
0.000000000000000000e+00,-9.999999776482582092e-03
-9.999999776482582092e-03,0.000000000000000000e+00
-9.999999776482582092e-03,0.000000000000000000e+00
0.000000000000000000e+00,-9.999999776482582092e-03
-9.999999776482582092e-03,0.000000000000000000e+00
0.000000000000000000e+00,-9.999999776482582092e-03
-9.999999776482582092e-03,0.000000000000000000e+00
0.000000000000000000e+00,-9.999999776482582092e-03
0.000000000000000000e+00,-9.999999776482582092e-03
-9.999999776482582092e-03,0.000000000000000000e+00
0.000000000000000000e+00,-9.999999776482582092e-03
-9.999999776482582092e-03,0.000000000000000000e+00
-9.999999776482582092e-03,0.000000000000000000e+00
0.000000000000000000e+00,-9.999999776482582092e-03
0.000000000000000000e+00,-9.999999776482582092e-03
0.000000000000000000e+00,-9.999999776482582092e-03
-9.999999776482582092e-03,0.000000000000000000e+00
0.000000000000000000e+00,-9.999999776482582092e-03
0.000000000000000000e+00,-9.999999776482582092e-03
-9.999999776482582092e-03,0.000000000000000000e+00
-9.999999776482582092e-03,0.000000000000000000e+00
0.000000000000000000e+00,-9.999999776482582092e-03
-9.999999776482582092e-03,0.000000000000000000e+00
-9.999999776482582092e-03,0.000000000000000000e+00
0.000000000000000000e+00,-9.999999776482582092e-03
0.000000000000000000e+00,-9.999999776482582092e-03
0.000000000000000000e+00,-9.999999776482582092e-03
0.000000000000000000e+00,-9.999999776482582092e-03
0.000000000000000000e+00,-9.999999776482582092e-03
-9.999999776482582092e-03,0.000000000000000000e+00
-9.999999776482582092e-03,0.000000000000000000e+00
-9.999999776482582092e-03,0.000000000000000000e+00
1.000000014901161194e-01,-9.999999776482582092e-03
0.000000000000000000e+00,-9.999999776482582092e-03
0.000000000000000000e+00,-9.999999776482582092e-03
1.000000014901161194e-01,-9.999999776482582092e-03
0.000000000000000000e+00,-9.999999776482582092e-03
-9.999999776482582092e-03,0.000000000000000000e+00
0.000000000000000000e+00,-9.999999776482582092e-03
-9.999999776482582092e-03,0.000000000000000000e+00
0.000000000000000000e+00,-9.999999776482582092e-03
-9.999999776482582092e-03,0.000000000000000000e+00
0.000000000000000000e+00,-9.999999776482582092e-03
